instruction,input,output
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Hydra"", ""brand_b"": ""Quench"", ""mat_cr_a"": 2.769, ""mat_cr_b"": 2.243, ""share_a"": 0.2213, ""share_b"": 0.1792, ""yoy_a"": 0.0162, ""yoy_b"": 0.0703}",,"• The beverages market in India, Hydra has a narrow lead over Quench: share 22.1% vs 17.9%; YoY 1.6% vs 7.0%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Hydra"", ""brand_b"": ""Quench"", ""mat_cr_a"": 2.769, ""mat_cr_b"": 2.243, ""share_a"": 0.2213, ""share_b"": 0.1792, ""yoy_a"": 0.0162, ""yoy_b"": 0.0703}",,"• In India beverages, Hydra edges past Quench: share 22.1% vs 17.9%; YoY 1.6% vs 7.0%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Hydra"", ""brand_b"": ""Quench"", ""mat_cr_a"": 2.769, ""mat_cr_b"": 2.243, ""share_a"": 0.2213, ""share_b"": 0.1792, ""yoy_a"": 0.0162, ""yoy_b"": 0.0703}",,"• Across India, beverages, Hydra has a narrow lead over Quench: share 22.1% vs 17.9%; YoY 1.6% vs 7.0%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-03..2023-02"", ""mat_sales_cr"": 5.343, ""yoy"": 0.036, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3073, ""mat_cr"": 1.642128351}, {""brand"": ""Beta"", ""share"": 0.2666, ""mat_cr"": 1.424385102}, {""brand"": ""Gamma"", ""share"": 0.2382, ""mat_cr"": 1.27255619}, {""brand"": ""Delta"", ""share"": 0.1879, ""mat_cr"": 1.004066095}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0558}, {""brand"": ""Delta"", ""yoy"": 0.0516}, {""brand"": ""Gamma"", ""yoy"": 0.0352}], ""bottom_movers"": [{""brand"": ""Alpha"", ""yoy"": 0.0109}, {""brand"": ""Gamma"", ""yoy"": 0.0352}, {""brand"": ""Delta"", ""yoy"": 0.0516}], ""lead_share_pp_delta"": -0.0076}",,"• The biscuits market in India up 3.6% YoY Mar 2022–Feb 2023.
• Alpha maintains 30.7% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-03..2023-02"", ""mat_sales_cr"": 5.343, ""yoy"": 0.036, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3073, ""mat_cr"": 1.642128351}, {""brand"": ""Beta"", ""share"": 0.2666, ""mat_cr"": 1.424385102}, {""brand"": ""Gamma"", ""share"": 0.2382, ""mat_cr"": 1.27255619}, {""brand"": ""Delta"", ""share"": 0.1879, ""mat_cr"": 1.004066095}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0558}, {""brand"": ""Delta"", ""yoy"": 0.0516}, {""brand"": ""Gamma"", ""yoy"": 0.0352}], ""bottom_movers"": [{""brand"": ""Alpha"", ""yoy"": 0.0109}, {""brand"": ""Gamma"", ""yoy"": 0.0352}, {""brand"": ""Delta"", ""yoy"": 0.0516}], ""lead_share_pp_delta"": -0.0076}",,"• In India biscuits ticked up 3.6% Mar 2022–Feb 2023.
• Alpha maintains 30.7% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-03..2023-02"", ""mat_sales_cr"": 5.343, ""yoy"": 0.036, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3073, ""mat_cr"": 1.642128351}, {""brand"": ""Beta"", ""share"": 0.2666, ""mat_cr"": 1.424385102}, {""brand"": ""Gamma"", ""share"": 0.2382, ""mat_cr"": 1.27255619}, {""brand"": ""Delta"", ""share"": 0.1879, ""mat_cr"": 1.004066095}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0558}, {""brand"": ""Delta"", ""yoy"": 0.0516}, {""brand"": ""Gamma"", ""yoy"": 0.0352}], ""bottom_movers"": [{""brand"": ""Alpha"", ""yoy"": 0.0109}, {""brand"": ""Gamma"", ""yoy"": 0.0352}, {""brand"": ""Delta"", ""yoy"": 0.0516}], ""lead_share_pp_delta"": -0.0076}",,"• Across India, biscuits ticked up 3.6% Mar 2022–Feb 2023.
• Alpha holds 30.7% share."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Alpha"", ""mat_cr_a"": 1.054, ""mat_cr_b"": 1.723, ""share_a"": 0.1888, ""share_b"": 0.3087, ""yoy_a"": 0.015, ""yoy_b"": -0.0006}",,"• The biscuits market in India, Delta is well ahead of Alpha: share 18.9% vs 30.9%; YoY 1.5% vs -0.1%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Alpha"", ""mat_cr_a"": 1.054, ""mat_cr_b"": 1.723, ""share_a"": 0.1888, ""share_b"": 0.3087, ""yoy_a"": 0.015, ""yoy_b"": -0.0006}",,"• In India biscuits, Delta is well ahead of Alpha: share 18.9% vs 30.9%; YoY 1.5% vs -0.1%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Alpha"", ""mat_cr_a"": 1.054, ""mat_cr_b"": 1.723, ""share_a"": 0.1888, ""share_b"": 0.3087, ""yoy_a"": 0.015, ""yoy_b"": -0.0006}",,"• Across India, biscuits, Delta is well ahead of Alpha: share 18.9% vs 30.9%; YoY 1.5% vs -0.1%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2024-12..2025-11"", ""mat_sales_cr"": 13.12, ""yoy"": 0.0414, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3322, ""mat_cr"": 4.35840811}, {""brand"": ""Splash"", ""share"": 0.2683, ""mat_cr"": 3.5204468939999995}, {""brand"": ""Hydra"", ""share"": 0.2227, ""mat_cr"": 2.9214689259999997}, {""brand"": ""Quench"", ""share"": 0.1768, ""mat_cr"": 2.319827002}], ""top_movers"": [{""brand"": ""Fizz"", ""yoy"": 0.0603}, {""brand"": ""Quench"", ""yoy"": 0.0446}, {""brand"": ""Hydra"", ""yoy"": 0.0357}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0216}, {""brand"": ""Hydra"", ""yoy"": 0.0357}, {""brand"": ""Quench"", ""yoy"": 0.0446}], ""lead_share_pp_delta"": 0.0059}",,"• The beverages market in India nudged higher 4.1% Dec 2024–Nov 2025.
• Fizz maintains 33.2% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2024-12..2025-11"", ""mat_sales_cr"": 13.12, ""yoy"": 0.0414, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3322, ""mat_cr"": 4.35840811}, {""brand"": ""Splash"", ""share"": 0.2683, ""mat_cr"": 3.5204468939999995}, {""brand"": ""Hydra"", ""share"": 0.2227, ""mat_cr"": 2.9214689259999997}, {""brand"": ""Quench"", ""share"": 0.1768, ""mat_cr"": 2.319827002}], ""top_movers"": [{""brand"": ""Fizz"", ""yoy"": 0.0603}, {""brand"": ""Quench"", ""yoy"": 0.0446}, {""brand"": ""Hydra"", ""yoy"": 0.0357}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0216}, {""brand"": ""Hydra"", ""yoy"": 0.0357}, {""brand"": ""Quench"", ""yoy"": 0.0446}], ""lead_share_pp_delta"": 0.0059}",,"• In India beverages growing 4.1% YoY Dec 2024–Nov 2025.
• Fizz holds 33.2% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2024-12..2025-11"", ""mat_sales_cr"": 13.12, ""yoy"": 0.0414, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3322, ""mat_cr"": 4.35840811}, {""brand"": ""Splash"", ""share"": 0.2683, ""mat_cr"": 3.5204468939999995}, {""brand"": ""Hydra"", ""share"": 0.2227, ""mat_cr"": 2.9214689259999997}, {""brand"": ""Quench"", ""share"": 0.1768, ""mat_cr"": 2.319827002}], ""top_movers"": [{""brand"": ""Fizz"", ""yoy"": 0.0603}, {""brand"": ""Quench"", ""yoy"": 0.0446}, {""brand"": ""Hydra"", ""yoy"": 0.0357}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0216}, {""brand"": ""Hydra"", ""yoy"": 0.0357}, {""brand"": ""Quench"", ""yoy"": 0.0446}], ""lead_share_pp_delta"": 0.0059}",,"• Across India, beverages up by 4.1% YoY Dec 2024–Nov 2025.
• Fizz holds 33.2% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-08..2023-07"", ""mat_sales_cr"": 5.396, ""yoy"": 0.0321, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3095, ""mat_cr"": 1.670319715}, {""brand"": ""Beta"", ""share"": 0.26, ""mat_cr"": 1.402808974}, {""brand"": ""Gamma"", ""share"": 0.2417, ""mat_cr"": 1.304291704}, {""brand"": ""Delta"", ""share"": 0.1888, ""mat_cr"": 1.018686816}], ""top_movers"": [{""brand"": ""Delta"", ""yoy"": 0.051}, {""brand"": ""Gamma"", ""yoy"": 0.0481}, {""brand"": ""Alpha"", ""yoy"": 0.0314}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0056}, {""brand"": ""Alpha"", ""yoy"": 0.0314}, {""brand"": ""Gamma"", ""yoy"": 0.0481}], ""lead_share_pp_delta"": -0.0002}",,"• The biscuits market in India nudged higher 3.2% Aug 2022–Jul 2023.
• Alpha maintains 30.9% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-08..2023-07"", ""mat_sales_cr"": 5.396, ""yoy"": 0.0321, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3095, ""mat_cr"": 1.670319715}, {""brand"": ""Beta"", ""share"": 0.26, ""mat_cr"": 1.402808974}, {""brand"": ""Gamma"", ""share"": 0.2417, ""mat_cr"": 1.304291704}, {""brand"": ""Delta"", ""share"": 0.1888, ""mat_cr"": 1.018686816}], ""top_movers"": [{""brand"": ""Delta"", ""yoy"": 0.051}, {""brand"": ""Gamma"", ""yoy"": 0.0481}, {""brand"": ""Alpha"", ""yoy"": 0.0314}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0056}, {""brand"": ""Alpha"", ""yoy"": 0.0314}, {""brand"": ""Gamma"", ""yoy"": 0.0481}], ""lead_share_pp_delta"": -0.0002}",,"• In India biscuits ticked up 3.2% Aug 2022–Jul 2023.
• Alpha holds 30.9% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-08..2023-07"", ""mat_sales_cr"": 5.396, ""yoy"": 0.0321, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3095, ""mat_cr"": 1.670319715}, {""brand"": ""Beta"", ""share"": 0.26, ""mat_cr"": 1.402808974}, {""brand"": ""Gamma"", ""share"": 0.2417, ""mat_cr"": 1.304291704}, {""brand"": ""Delta"", ""share"": 0.1888, ""mat_cr"": 1.018686816}], ""top_movers"": [{""brand"": ""Delta"", ""yoy"": 0.051}, {""brand"": ""Gamma"", ""yoy"": 0.0481}, {""brand"": ""Alpha"", ""yoy"": 0.0314}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0056}, {""brand"": ""Alpha"", ""yoy"": 0.0314}, {""brand"": ""Gamma"", ""yoy"": 0.0481}], ""lead_share_pp_delta"": -0.0002}",,"• Across India, biscuits ticked up 3.2% Aug 2022–Jul 2023.
• Alpha maintains 30.9% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-01..2023-12"", ""mat_sales_cr"": 12.35, ""yoy"": 0.0363, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3264, ""mat_cr"": 4.030627917}, {""brand"": ""Splash"", ""share"": 0.2779, ""mat_cr"": 3.432396289}, {""brand"": ""Hydra"", ""share"": 0.2208, ""mat_cr"": 2.726427117}, {""brand"": ""Quench"", ""share"": 0.1749, ""mat_cr"": 2.160541099}], ""top_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0537}, {""brand"": ""Fizz"", ""yoy"": 0.047}, {""brand"": ""Quench"", ""yoy"": 0.0311}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0042}, {""brand"": ""Quench"", ""yoy"": 0.0311}, {""brand"": ""Fizz"", ""yoy"": 0.047}], ""lead_share_pp_delta"": 0.0033}",,"• The beverages market in India nudged higher 3.6% Jan–Dec 2023.
• Fizz holds 32.6% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-01..2023-12"", ""mat_sales_cr"": 12.35, ""yoy"": 0.0363, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3264, ""mat_cr"": 4.030627917}, {""brand"": ""Splash"", ""share"": 0.2779, ""mat_cr"": 3.432396289}, {""brand"": ""Hydra"", ""share"": 0.2208, ""mat_cr"": 2.726427117}, {""brand"": ""Quench"", ""share"": 0.1749, ""mat_cr"": 2.160541099}], ""top_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0537}, {""brand"": ""Fizz"", ""yoy"": 0.047}, {""brand"": ""Quench"", ""yoy"": 0.0311}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0042}, {""brand"": ""Quench"", ""yoy"": 0.0311}, {""brand"": ""Fizz"", ""yoy"": 0.047}], ""lead_share_pp_delta"": 0.0033}",,"• In India beverages inched up 3.6% Jan–Dec 2023.
• Fizz holds 32.6% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-01..2023-12"", ""mat_sales_cr"": 12.35, ""yoy"": 0.0363, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3264, ""mat_cr"": 4.030627917}, {""brand"": ""Splash"", ""share"": 0.2779, ""mat_cr"": 3.432396289}, {""brand"": ""Hydra"", ""share"": 0.2208, ""mat_cr"": 2.726427117}, {""brand"": ""Quench"", ""share"": 0.1749, ""mat_cr"": 2.160541099}], ""top_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0537}, {""brand"": ""Fizz"", ""yoy"": 0.047}, {""brand"": ""Quench"", ""yoy"": 0.0311}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0042}, {""brand"": ""Quench"", ""yoy"": 0.0311}, {""brand"": ""Fizz"", ""yoy"": 0.047}], ""lead_share_pp_delta"": 0.0033}",,"• Across India, beverages inched up 3.6% Jan–Dec 2023.
• Fizz maintains 32.6% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-02..2024-01"", ""mat_sales_cr"": 12.412, ""yoy"": 0.04, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3238, ""mat_cr"": 4.019161181}, {""brand"": ""Splash"", ""share"": 0.2785, ""mat_cr"": 3.4563766090000003}, {""brand"": ""Hydra"", ""share"": 0.2227, ""mat_cr"": 2.76406077}, {""brand"": ""Quench"", ""share"": 0.175, ""mat_cr"": 2.171961772}], ""top_movers"": [{""brand"": ""Splash"", ""yoy"": 0.055}, {""brand"": ""Fizz"", ""yoy"": 0.0374}, {""brand"": ""Quench"", ""yoy"": 0.0365}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0282}, {""brand"": ""Quench"", ""yoy"": 0.0365}, {""brand"": ""Fizz"", ""yoy"": 0.0374}], ""lead_share_pp_delta"": -0.0008}",,"• The beverages market in India up by 4.0% YoY Feb 2023–Jan 2024.
• Fizz maintains 32.4% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-02..2024-01"", ""mat_sales_cr"": 12.412, ""yoy"": 0.04, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3238, ""mat_cr"": 4.019161181}, {""brand"": ""Splash"", ""share"": 0.2785, ""mat_cr"": 3.4563766090000003}, {""brand"": ""Hydra"", ""share"": 0.2227, ""mat_cr"": 2.76406077}, {""brand"": ""Quench"", ""share"": 0.175, ""mat_cr"": 2.171961772}], ""top_movers"": [{""brand"": ""Splash"", ""yoy"": 0.055}, {""brand"": ""Fizz"", ""yoy"": 0.0374}, {""brand"": ""Quench"", ""yoy"": 0.0365}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0282}, {""brand"": ""Quench"", ""yoy"": 0.0365}, {""brand"": ""Fizz"", ""yoy"": 0.0374}], ""lead_share_pp_delta"": -0.0008}",,"• In India beverages up 4.0% YoY Feb 2023–Jan 2024.
• Fizz holds 32.4% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-02..2024-01"", ""mat_sales_cr"": 12.412, ""yoy"": 0.04, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3238, ""mat_cr"": 4.019161181}, {""brand"": ""Splash"", ""share"": 0.2785, ""mat_cr"": 3.4563766090000003}, {""brand"": ""Hydra"", ""share"": 0.2227, ""mat_cr"": 2.76406077}, {""brand"": ""Quench"", ""share"": 0.175, ""mat_cr"": 2.171961772}], ""top_movers"": [{""brand"": ""Splash"", ""yoy"": 0.055}, {""brand"": ""Fizz"", ""yoy"": 0.0374}, {""brand"": ""Quench"", ""yoy"": 0.0365}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0282}, {""brand"": ""Quench"", ""yoy"": 0.0365}, {""brand"": ""Fizz"", ""yoy"": 0.0374}], ""lead_share_pp_delta"": -0.0008}",,"• Across India, beverages inched up 4.0% Feb 2023–Jan 2024.
• Fizz maintains 32.4% share."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Splash"", ""mat_cr_a"": 2.327, ""mat_cr_b"": 3.519, ""share_a"": 0.1776, ""share_b"": 0.2686, ""yoy_a"": 0.0576, ""yoy_b"": 0.0217}",,"• The beverages market in India, Quench leads over Splash: share 17.8% vs 26.9%; YoY 5.8% vs 2.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Splash"", ""mat_cr_a"": 2.327, ""mat_cr_b"": 3.519, ""share_a"": 0.1776, ""share_b"": 0.2686, ""yoy_a"": 0.0576, ""yoy_b"": 0.0217}",,"• In India beverages, Quench leads over Splash: share 17.8% vs 26.9%; YoY 5.8% vs 2.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Splash"", ""mat_cr_a"": 2.327, ""mat_cr_b"": 3.519, ""share_a"": 0.1776, ""share_b"": 0.2686, ""yoy_a"": 0.0576, ""yoy_b"": 0.0217}",,"• Across India, beverages, Quench leads over Splash: share 17.8% vs 26.9%; YoY 5.8% vs 2.2%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2023-05..2024-04"", ""mat_sales_cr"": 5.464, ""yoy"": 0.0176, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3108, ""mat_cr"": 1.6982311289999998}, {""brand"": ""Beta"", ""share"": 0.2619, ""mat_cr"": 1.431374409}, {""brand"": ""Gamma"", ""share"": 0.2395, ""mat_cr"": 1.308689723}, {""brand"": ""Delta"", ""share"": 0.1878, ""mat_cr"": 1.026179411}], ""top_movers"": [{""brand"": ""Alpha"", ""yoy"": 0.0226}, {""brand"": ""Beta"", ""yoy"": 0.0183}, {""brand"": ""Delta"", ""yoy"": 0.0176}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0107}, {""brand"": ""Delta"", ""yoy"": 0.0176}, {""brand"": ""Beta"", ""yoy"": 0.0183}], ""lead_share_pp_delta"": 0.0015}",,"• The biscuits market in India up 1.8% YoY May 2023–Apr 2024.
• Alpha maintains 31.1% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2023-05..2024-04"", ""mat_sales_cr"": 5.464, ""yoy"": 0.0176, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3108, ""mat_cr"": 1.6982311289999998}, {""brand"": ""Beta"", ""share"": 0.2619, ""mat_cr"": 1.431374409}, {""brand"": ""Gamma"", ""share"": 0.2395, ""mat_cr"": 1.308689723}, {""brand"": ""Delta"", ""share"": 0.1878, ""mat_cr"": 1.026179411}], ""top_movers"": [{""brand"": ""Alpha"", ""yoy"": 0.0226}, {""brand"": ""Beta"", ""yoy"": 0.0183}, {""brand"": ""Delta"", ""yoy"": 0.0176}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0107}, {""brand"": ""Delta"", ""yoy"": 0.0176}, {""brand"": ""Beta"", ""yoy"": 0.0183}], ""lead_share_pp_delta"": 0.0015}",,"• In India biscuits growing 1.8% YoY May 2023–Apr 2024.
• Alpha holds 31.1% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2023-05..2024-04"", ""mat_sales_cr"": 5.464, ""yoy"": 0.0176, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3108, ""mat_cr"": 1.6982311289999998}, {""brand"": ""Beta"", ""share"": 0.2619, ""mat_cr"": 1.431374409}, {""brand"": ""Gamma"", ""share"": 0.2395, ""mat_cr"": 1.308689723}, {""brand"": ""Delta"", ""share"": 0.1878, ""mat_cr"": 1.026179411}], ""top_movers"": [{""brand"": ""Alpha"", ""yoy"": 0.0226}, {""brand"": ""Beta"", ""yoy"": 0.0183}, {""brand"": ""Delta"", ""yoy"": 0.0176}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0107}, {""brand"": ""Delta"", ""yoy"": 0.0176}, {""brand"": ""Beta"", ""yoy"": 0.0183}], ""lead_share_pp_delta"": 0.0015}",,"• Across India, biscuits up by 1.8% YoY May 2023–Apr 2024.
• Alpha maintains 31.1% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-12..2024-11"", ""mat_sales_cr"": 12.598, ""yoy"": 0.0209, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3263, ""mat_cr"": 4.110566747}, {""brand"": ""Splash"", ""share"": 0.2735, ""mat_cr"": 3.446180236}, {""brand"": ""Hydra"", ""share"": 0.2239, ""mat_cr"": 2.820741377}, {""brand"": ""Quench"", ""share"": 0.1763, ""mat_cr"": 2.2208055329999996}], ""top_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.033}, {""brand"": ""Fizz"", ""yoy"": 0.0247}, {""brand"": ""Quench"", ""yoy"": 0.0207}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.007}, {""brand"": ""Quench"", ""yoy"": 0.0207}, {""brand"": ""Fizz"", ""yoy"": 0.0247}], ""lead_share_pp_delta"": 0.0012}",,"• The beverages market in India up 2.1% YoY Dec 2023–Nov 2024.
• Fizz maintains 32.6% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-12..2024-11"", ""mat_sales_cr"": 12.598, ""yoy"": 0.0209, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3263, ""mat_cr"": 4.110566747}, {""brand"": ""Splash"", ""share"": 0.2735, ""mat_cr"": 3.446180236}, {""brand"": ""Hydra"", ""share"": 0.2239, ""mat_cr"": 2.820741377}, {""brand"": ""Quench"", ""share"": 0.1763, ""mat_cr"": 2.2208055329999996}], ""top_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.033}, {""brand"": ""Fizz"", ""yoy"": 0.0247}, {""brand"": ""Quench"", ""yoy"": 0.0207}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.007}, {""brand"": ""Quench"", ""yoy"": 0.0207}, {""brand"": ""Fizz"", ""yoy"": 0.0247}], ""lead_share_pp_delta"": 0.0012}",,"• In India beverages growing 2.1% YoY Dec 2023–Nov 2024.
• Fizz maintains 32.6% share."
